Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub Category,Name ,Sales,Quantity,Discount,Profit,
11/10/2017,11/14/2017,Standard Class,Kalyca Meade,Corporate,United States,Springfield,Missouri,Central,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0.0,17.158,
11/14/2017,11/17/2017,First Class,Maria Bertelson,Consumer,United States,New York City,New York,East,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,
09/03/2018,09/06/2018,Second Class,Katrina Bavinger,Home Office,United States,New York City,New York,East,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801,1,0.1,14.1246,
02/27/2016,03/02/2016,Standard Class,Erin Smith,Corporate,United States,Providence,Rhode Island,East,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,0.3,-28.224,
11/17/2016,11/21/2016,Standard Class,Brian Stugart,Consumer,United States,San Diego,California,West,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,2,0.2,2.8196,
08/05/2015,08/07/2015,Second Class,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,East,Furniture,Chairs,Hon GuestStacker Chair,1133.35,5,0.0,294.671,
11/09/2018,11/14/2018,Standard Class,Joel Eaton,Consumer,United States,Oceanside,California,West,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.7328,
10/15/2016,10/15/2016,Same Day,Guy Armstrong,Consumer,United States,Mount Pleasant,Michigan,Central,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,2,0.0,6.1704,
04/08/2015,04/12/2015,Standard Class,Ruben Ausman,Corporate,United States,Decatur,Alabama,South,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0.0,316.1392,
04/06/2015,04/12/2015,Standard Class,Andy Yotov,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129,
09/04/2017,09/08/2017,Standard Class,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,
06/09/2017,06/16/2017,Standard Class,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,Central,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0.0,173.235,
03/25/2015,04/01/2015,Standard Class,Annie Zypern,Consumer,United States,New York City,New York,East,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,0.1,65.2064,
09/20/2018,09/26/2018,Standard Class,Seth Vernon,Consumer,United States,New York City,New York,East,Furniture,Chairs,"Global Leather Task Chair, Black",80.991,1,0.1,8.0991,
04/20/2018,04/23/2018,First Class,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,3,0.2,9.5418,
10/05/2016,10/09/2016,Standard Class,Jeremy Farry,Consumer,United States,Portland,Oregon,West,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,291.168,4,0.2,-14.5584,
11/25/2015,11/30/2015,Standard Class,Matt Collister,Corporate,United States,Arlington,Texas,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.096,3,0.6,-3.9624,
05/15/2018,05/20/2018,Standard Class,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624,2,0.2,4.2624,
03/18/2015,03/23/2015,Standard Class,Sean Miller,Home Office,United States,Jacksonville,Florida,South,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,3,0.2,15.294,
11/04/2017,11/06/2017,Second Class,Tracy Poddar,Corporate,United States,Eugene,Oregon,West,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,0.2,-14.4078,
11/04/2015,11/08/2015,Standard Class,MaryBeth Skach,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292,
08/30/2017,09/06/2017,Standard Class,Bruce Geld,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,0.0,15.9936,
12/10/2018,12/12/2018,First Class,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,South,Furniture,Furnishings,Staple-based wall hangings,19.104,3,0.2,5.7312,
11/03/2018,11/08/2018,Standard Class,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,West,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0.0,17.3754,
11/16/2016,11/18/2016,Second Class,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0.0,36.3987,
03/04/2018,03/06/2018,Second Class,Tonja Turnell,Home Office,United States,Houston,Texas,Central,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,0.6,-77.625,
03/19/2017,03/21/2017,Second Class,Susan Vittorini,Consumer,United States,Oceanside,New York,East,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0.0,6.8908,
09/15/2018,09/19/2018,Standard Class,Rick Duston,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5,0.0,105.98,
10/20/2015,10/23/2015,First Class,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,South,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,
08/08/2016,08/08/2016,Same Day,Thomas Thornton,Consumer,United States,San Francisco,California,West,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1,0.2,10.8588,
03/25/2018,03/31/2018,Standard Class,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3,0.0,40.5867,
11/12/2018,11/12/2018,Same Day,Eugene Moren,Home Office,United States,Glendale,Arizona,West,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2,0.2,-5.6784,
03/03/2018,03/08/2018,Standard Class,Ed Jacobs,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352,
05/20/2017,05/25/2017,Standard Class,Rick Bensley,Home Office,United States,Vallejo,California,West,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0.0,272.792,
12/16/2018,12/21/2018,Second Class,Andy Yotov,Corporate,United States,Oceanside,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.1764,
12/11/2017,12/16/2017,Second Class,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0.0,6.068,
12/24/2015,12/26/2015,First Class,Resi Pölking,Consumer,United States,Cleveland,Ohio,East,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285,
03/18/2018,03/23/2018,Standard Class,Carol Darley,Consumer,United States,Tyler,Texas,Central,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262,
12/25/2018,12/29/2018,Standard Class,Ralph Arnett,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996,
12/15/2017,12/21/2017,Standard Class,Mike Pelletier,Home Office,United States,Springfield,Oregon,West,Furniture,Tables,Bretford Rectangular Conference Table Tops,564.195,3,0.5,-304.6653,
12/02/2015,12/04/2015,First Class,David Philippe,Consumer,United States,New York City,New York,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49,
05/12/2018,05/14/2018,Second Class,Cynthia Arntzen,Consumer,United States,Vineland,New Jersey,East,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",42.85,5,0.0,15.426,
11/21/2017,11/26/2017,Standard Class,Justin Hirsh,Consumer,United States,Gresham,Oregon,West,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196,
12/03/2017,12/06/2017,First Class,Emily Grady,Consumer,United States,Oceanside,New York,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,0.4,-153.3456,
05/14/2015,05/20/2015,Standard Class,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,South,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316,
09/15/2018,09/19/2018,Standard Class,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,East,Furniture,Chairs,SAFCO Folding Chair Trolley,512.96,4,0.0,143.6288,
12/22/2018,12/27/2018,Second Class,Jason Gross,Corporate,United States,Providence,Rhode Island,East,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0.0,50.8254,
08/25/2016,08/25/2016,Same Day,Mick Crebagga,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,2,0.6,-16.5858,
08/24/2015,08/26/2015,First Class,Jennifer Patt,Corporate,United States,Oceanside,New York,East,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0.0,6.3744,
10/15/2018,10/20/2018,Standard Class,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,West,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,1,0.0,9.3152,
01/01/2018,01/06/2018,Standard Class,Guy Armstrong,Consumer,United States,Lorain,Ohio,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568,
03/21/2017,03/28/2017,Standard Class,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0,
11/28/2018,12/02/2018,Standard Class,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,0.2,75.5424,
02/09/2016,02/16/2016,Standard Class,Sarah Jordon,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941,
05/21/2018,05/26/2018,Standard Class,John Grady,Corporate,United States,Auburn,New York,East,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0.0,72.807,
11/18/2015,11/22/2015,Standard Class,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,
10/28/2016,11/03/2016,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0.0,9.158,
09/27/2015,10/01/2015,Standard Class,Thea Hendricks,Consumer,United States,San Diego,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,
08/27/2017,09/01/2017,Second Class,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,0.3,20.967,
05/04/2016,05/05/2016,First Class,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,Central,Furniture,Furnishings,Staple-based wall hangings,22.288,7,0.6,-8.9152,
04/18/2016,04/22/2016,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,
07/02/2017,07/07/2017,Second Class,George Bell,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,
09/04/2018,09/06/2018,First Class,Helen Wasserman,Corporate,United States,Chicago,Illinois,Central,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,9,0.3,-117.882,
09/18/2017,09/20/2017,First Class,Seth Vernon,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,0.3,-7.098,
04/08/2017,04/12/2017,Standard Class,Zuschuss Carroll,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,
08/03/2015,08/05/2015,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875,
11/17/2015,11/24/2015,Standard Class,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.99,
08/11/2015,08/15/2015,Standard Class,Greg Matthias,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.0,5.434,
09/14/2015,09/19/2015,Standard Class,John Castell,Consumer,United States,Macon,Georgia,South,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,5,0.0,52.688,
09/23/2018,09/27/2018,Standard Class,Brooke Gillingham,Corporate,United States,Louisville,Colorado,West,Furniture,Furnishings,Aluminum Document Frame,29.328,3,0.2,3.666,
12/11/2018,12/11/2018,Same Day,Ralph Ritter,Consumer,United States,Aurora,Illinois,Central,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,2,0.3,-14.8704,
04/07/2018,04/12/2018,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,
09/25/2016,09/30/2016,Standard Class,Emily Burns,Consumer,United States,Orem,Utah,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,
06/04/2017,06/09/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,
11/20/2018,11/22/2018,First Class,Carlos Daly,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2,0.2,-25.2956,
08/13/2017,08/18/2017,Second Class,Theresa Swint,Corporate,United States,West Allis,Wisconsin,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96,2,0.0,24.196,
04/26/2018,04/27/2018,First Class,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,0.6,-1.4413,
11/24/2016,11/30/2016,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,
07/08/2018,07/11/2018,First Class,Sam Zeldin,Home Office,United States,Pico Rivera,California,West,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,62.737,
05/28/2018,05/30/2018,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,
10/28/2017,11/03/2017,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024,
09/02/2017,09/06/2017,Standard Class,Karen Daniels,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,9.995,
09/12/2017,09/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,
09/21/2016,09/24/2016,First Class,Stuart Van,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784,
09/20/2015,09/25/2015,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682,
10/15/2016,10/15/2016,Same Day,Joel Eaton,Consumer,United States,Amarillo,Texas,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49,
09/28/2018,10/01/2018,First Class,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776,
10/23/2016,10/27/2016,Second Class,Jay Fein,Consumer,United States,San Diego,California,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3,0.2,42.1176,
11/07/2015,11/12/2015,Standard Class,Steven Cartwright,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.3,0.0,
06/15/2016,06/20/2016,Standard Class,Peter Fuller,Consumer,United States,Gilbert,Arizona,West,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704,
12/09/2018,12/13/2018,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,226.9644,
12/11/2016,12/16/2016,Standard Class,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,West,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,0.5,-248.166,
11/03/2016,11/07/2016,Standard Class,Corinna Mitchell,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,
05/23/2018,05/29/2018,Standard Class,Vivek Sundaresam,Consumer,United States,Los Angeles,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,
11/20/2018,11/25/2018,Standard Class,Sample Company A,Home Office,United States,Henderson,Kentucky,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,0.0,11.5836,
09/08/2015,09/14/2015,Standard Class,Marc Crier,Consumer,United States,Pasco,Washington,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99,
05/05/2015,05/08/2015,First Class,Emily Burns,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,0.3,-9.1335,
04/19/2015,04/21/2015,Second Class,Nicole Fjeld,Home Office,United States,San Jose,California,West,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0.0,26.649,
07/07/2017,07/09/2017,Second Class,Christopher Conant,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",287.968,4,0.2,-3.5996,
11/02/2018,11/05/2018,Second Class,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0.0,292.776,
03/16/2016,03/18/2016,Second Class,Jeremy Ellison,Consumer,United States,Seattle,Washington,West,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0.0,44.7096,
03/03/2017,03/08/2017,Standard Class,Chris Cortes,Consumer,United States,San Antonio,Texas,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,
06/22/2015,06/27/2015,Standard Class,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,5,0.3,0.0,
02/06/2016,02/13/2016,Standard Class,Ivan Liston,Consumer,United States,Wilmington,Delaware,East,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0.0,266.4522,
12/26/2015,12/28/2015,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646,
07/16/2016,07/20/2016,Standard Class,Michael Granlund,Home Office,United States,Baltimore,Maryland,East,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,1,0.0,43.7842,
06/21/2018,06/25/2018,Second Class,Alan Shonely,Consumer,United States,Cleveland,Ohio,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464,
09/29/2015,10/03/2015,Standard Class,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.272,2,0.4,-81.8544,
11/06/2017,11/09/2017,First Class,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,Furniture,Chairs,High-Back Leather Manager's Chair,207.984,2,0.2,-28.5978,
11/03/2018,11/05/2018,Second Class,Don Jones,Corporate,United States,Murfreesboro,Tennessee,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,
11/07/2016,11/09/2016,Second Class,Karen Bern,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92,
04/15/2017,04/17/2017,Second Class,Bill Donatelli,Consumer,United States,San Francisco,California,West,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0.0,
05/06/2018,05/11/2018,Standard Class,Dorothy Badders,Corporate,United States,Fort Worth,Texas,Central,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,7,0.32,-119.1918,
12/10/2018,12/12/2018,First Class,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316,
05/19/2017,05/24/2017,Standard Class,Bradley Nguyen,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0.0,15.0864,
11/16/2016,11/20/2016,Standard Class,Heather Kirkland,Corporate,United States,Boise,Idaho,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2,0.0,160.1766,
07/07/2017,07/11/2017,Standard Class,Raymond Messe,Consumer,United States,San Jose,California,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,0.0,73.321,
08/24/2016,08/28/2016,Standard Class,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295,
08/01/2015,08/05/2015,Standard Class,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.1352,
05/27/2017,05/29/2017,Second Class,Laura Armstrong,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0.0,700.98,
02/03/2016,02/04/2016,First Class,Rick Wilson,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.076,
09/02/2018,09/08/2018,Standard Class,Dorris liebe,Corporate,United States,Cleveland,Ohio,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448,
06/14/2015,06/20/2015,Standard Class,Sharelle Roach,Home Office,United States,Detroit,Michigan,Central,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,3,0.0,57.4938,
12/15/2017,12/19/2017,Standard Class,Michael Paige,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0.0,231.4116,
09/02/2018,09/06/2018,Standard Class,Ann Chong,Corporate,United States,New York City,New York,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,
03/19/2018,03/22/2018,Second Class,Sue Ann Reed,Consumer,United States,Fresno,California,West,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,0.2,8.7145,
12/20/2015,12/22/2015,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,West,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936,
11/09/2016,11/13/2016,Standard Class,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,Central,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.1198,
06/26/2016,06/30/2016,Standard Class,Sue Ann Reed,Consumer,United States,Richmond,Virginia,South,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0.0,79.9056,
11/03/2017,11/08/2017,Second Class,Arthur Prichep,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0.0,9.158,
09/08/2015,09/15/2015,Standard Class,Kean Takahito,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,5,0.3,-13.81,
05/30/2017,06/03/2017,Standard Class,Anna Häberlin,Corporate,United States,Springfield,Virginia,South,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,10,0.0,386.835,
07/11/2016,07/13/2016,First Class,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,0.2,36.225,
10/02/2018,10/05/2018,First Class,Dean percer,Home Office,United States,Knoxville,Tennessee,South,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836,
12/22/2018,12/25/2018,First Class,Theone Pippenger,Consumer,United States,Detroit,Michigan,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006,
09/04/2017,09/08/2017,Standard Class,Christina VanderZanden,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,0.0,24.9366,
11/20/2016,11/25/2016,Standard Class,Brian Moss,Corporate,United States,New York City,New York,East,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024,
12/01/2015,12/03/2015,Second Class,Joe Kamberova,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,2,0.2,1.4224,
04/14/2018,04/18/2018,Standard Class,Dorothy Wardle,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,8,0.2,-32.2192,
04/08/2018,04/12/2018,Standard Class,Nicole Hansen,Corporate,United States,Oak Park,Michigan,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0.0,71.2296,
10/10/2015,10/10/2015,Same Day,Tanja Norvell,Home Office,United States,Manteca,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,
12/27/2015,01/02/2016,Standard Class,Jeremy Farry,Consumer,United States,San Francisco,California,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,
