Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub Category,Name ,Sales,Quantity,Discount,Profit,
11/13/2018,11/18/2018,Standard Class,Ted Trevino,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,11,0.2,190.0206,
10/03/2015,10/09/2015,Standard Class,Sara Luxemburg,Home Office,United States,Durham,North Carolina,South,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176,
12/23/2017,12/30/2017,Standard Class,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0.0,55.896,
10/14/2015,10/16/2015,Second Class,Jim Epp,Corporate,United States,Concord,New Hampshire,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0.0,16.194,
10/09/2018,10/11/2018,Second Class,Maria Bertelson,Consumer,United States,League City,Texas,Central,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,7,0.2,5.8751,
01/06/2018,01/13/2018,Standard Class,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0.0,15.5204,
09/05/2017,09/06/2017,First Class,Joseph Holt,Consumer,United States,Redondo Beach,California,West,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0.0,1.7876,
12/07/2016,12/09/2016,First Class,Alan Hwang,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209,
04/24/2017,04/28/2017,Standard Class,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,West,Office Supplies,Paper,Xerox 226,15.552,3,0.2,5.4432,
03/10/2018,03/15/2018,Standard Class,Karen Seio,Corporate,United States,Raleigh,North Carolina,South,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,1,0.2,3.6588,
07/29/2018,08/03/2018,Standard Class,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.5528,
11/10/2017,11/13/2017,Second Class,Arianne Irving,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.184,3,0.2,1.8144,
09/08/2016,09/11/2016,First Class,Neoma Murray,Consumer,United States,Moreno Valley,California,West,Office Supplies,Paper,Xerox 1928,26.4,5,0.0,11.88,
04/20/2015,04/22/2015,Second Class,Seth Vernon,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5,0.2,5.605,
11/11/2018,11/17/2018,Standard Class,Meg Tillman,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0.0,0.0,
12/14/2016,12/19/2016,Standard Class,Rick Duston,Consumer,United States,San Diego,California,West,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,2,0.2,2.7324,
02/02/2018,02/07/2018,Standard Class,John Lee,Consumer,United States,Los Angeles,California,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0.0,16.38,
11/10/2015,11/16/2015,Standard Class,Sam Craven,Consumer,United States,Midland,Michigan,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,3,0.0,7.128,
11/05/2017,11/08/2017,First Class,Joseph Holt,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2,0.2,19.968,
05/10/2015,05/15/2015,Standard Class,Arianne Irving,Consumer,United States,Kent,Washington,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0.0,77.4837,
09/12/2016,09/18/2016,Standard Class,Tamara Manning,Consumer,United States,Auburn,New York,East,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,1,0.0,0.5828,
09/09/2018,09/15/2018,Standard Class,Joy Bell-,Consumer,United States,Roseville,Michigan,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,
06/21/2017,06/26/2017,Standard Class,Adam Shillingsburg,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,6,0.2,60.4968,
08/02/2017,08/04/2017,Second Class,Barry Französisch,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.544,2,0.2,4.704,
08/08/2017,08/14/2017,Standard Class,Charles Crestani,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,Xerox 1954,10.56,2,0.0,4.752,
09/30/2018,10/03/2018,First Class,Cari Sayre,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1882,167.94,3,0.0,82.2906,
05/05/2018,05/06/2018,First Class,Lisa Hazard,Consumer,United States,Louisville,Colorado,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552,8,0.7,-7.3232,
02/21/2017,02/26/2017,Standard Class,Benjamin Venier,Corporate,United States,Oceanside,New York,East,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0.0,80.0199,
01/17/2016,01/22/2016,Standard Class,Scott Cohen,Corporate,United States,Lawrence,Massachusetts,East,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0.0,2.004,
05/21/2016,05/25/2016,Standard Class,Michelle Ellison,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,
03/21/2018,03/23/2018,Second Class,Steven Cartwright,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,
09/29/2017,10/03/2017,Standard Class,Andy Reiter,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,0.2,9.534,
05/27/2018,05/31/2018,Standard Class,Roy Phan,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,Staples in misc. colors,31.44,3,0.0,7.86,
03/12/2018,03/17/2018,Standard Class,Guy Armstrong,Consumer,United States,Rogers,Arkansas,South,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,0.0,18.5886,
02/22/2017,02/26/2017,Standard Class,Tracy Zic,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055,
12/29/2018,01/02/2019,Standard Class,Bruce Stewart,Consumer,United States,Edmonds,Washington,West,Office Supplies,Fasteners,Acco Glide Clips,19.6,5,0.0,9.604,
02/14/2015,02/19/2015,Second Class,Shui Tom,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3,0.2,6.066,
06/15/2018,06/18/2018,First Class,Dean percer,Home Office,United States,Maple Grove,Minnesota,Central,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0.0,22.8285,
10/24/2016,10/29/2016,Standard Class,Michelle Tran,Home Office,United States,San Antonio,Texas,Central,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286,
10/08/2017,10/08/2017,Same Day,Joel Eaton,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.882,
04/24/2018,04/28/2018,Standard Class,Michael Granlund,Home Office,United States,Santa Barbara,California,West,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.0,0.6516,
06/06/2017,06/07/2017,First Class,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,Binders,Avery Binder Labels,11.67,3,0.0,5.6016,
03/13/2018,03/13/2018,Same Day,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5,0.2,1.86,
11/30/2018,12/04/2018,Standard Class,Victor Preis,Home Office,United States,New York City,New York,East,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898,
09/25/2016,09/29/2016,Standard Class,Sarah Brown,Consumer,United States,Concord,New Hampshire,East,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,0.0,32.2514,
08/23/2017,08/27/2017,Standard Class,Jennifer Patt,Corporate,United States,New York City,New York,East,Office Supplies,Art,Newell 331,29.34,6,0.0,7.9218,
12/18/2017,12/21/2017,First Class,Adrian Hane,Home Office,United States,Salem,Oregon,West,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648,2,0.2,3.7856,
07/21/2017,07/21/2017,Same Day,Jason Gross,Corporate,United States,Newark,Ohio,East,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",99.488,2,0.2,8.7052,
07/28/2015,07/28/2015,Same Day,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,South,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32,5,0.2,5.191,
10/14/2018,10/18/2018,Standard Class,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,9,0.8,-42.4638,
09/22/2018,09/25/2018,Second Class,Shaun Chance,Corporate,United States,New York City,New York,East,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,
01/20/2015,01/25/2015,Standard Class,Mark Van Huff,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928,
10/08/2017,10/15/2017,Standard Class,Peter McVee,Home Office,United States,San Antonio,Texas,Central,Office Supplies,Labels,Avery 50,60.144,6,0.2,20.2986,
12/04/2017,12/08/2017,Standard Class,Liz MacKendrick,Consumer,United States,Auburn,New York,East,Office Supplies,Binders,GBC Instant Report Kit,15.528,3,0.2,5.823,
10/02/2018,10/08/2018,Standard Class,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,7,0.7,-16.6012,
09/04/2017,09/07/2017,Second Class,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,0.2,4.1148,
11/26/2015,11/26/2015,Same Day,Lynn Smith,Consumer,United States,Utica,New York,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12.912,3,0.2,4.6806,
08/05/2016,08/11/2016,Standard Class,Anna Häberlin,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.362,1,0.8,-2.1792,
05/21/2015,05/26/2015,Standard Class,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514,
11/01/2015,11/08/2015,Standard Class,Paul Lucas,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,Easy-staple paper,21.4,5,0.0,9.63,
09/17/2016,09/23/2016,Standard Class,Peter Fuller,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0.0,27.434,
08/25/2015,08/29/2015,Standard Class,Janet Molinari,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Portable Personal File Box,48.84,4,0.0,13.1868,
03/12/2017,03/15/2017,Second Class,Dean Katz,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0.0,6.7655,
07/13/2018,07/17/2018,Standard Class,Rick Reed,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0.0,6.2376,
07/19/2017,07/25/2017,Standard Class,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,South,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0.0,0.8792,
12/11/2017,12/11/2017,Same Day,Noel Staavos,Corporate,United States,Columbus,Ohio,East,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4,0.2,24.196,
02/23/2018,03/02/2018,Standard Class,Ann Chong,Corporate,United States,Seattle,Washington,West,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,0.0,0.336,
08/18/2017,08/20/2017,First Class,Natalie Fritzler,Consumer,United States,Edinburg,Texas,Central,Office Supplies,Paper,Advantus Motivational Note Cards,83.84,8,0.2,30.392,
01/17/2016,01/23/2016,Standard Class,Amy Hunt,Consumer,United States,Bartlett,Tennessee,South,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,0.2,10.008,
11/22/2017,11/27/2017,Standard Class,Jeremy Ellison,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488,6,0.8,-6.732,
12/20/2015,12/25/2015,Standard Class,William Brown,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,0.8,-49.5516,
06/03/2018,06/07/2018,Standard Class,Saphhira Shifley,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,UniKeep View Case Binders,3.912,1,0.2,1.2714,
10/18/2016,10/22/2016,Standard Class,Kristina Nunn,Home Office,United States,Mcallen,Texas,Central,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164,6,0.8,-186.5682,
11/21/2018,11/25/2018,Standard Class,Patrick Jones,Corporate,United States,San Francisco,California,West,Office Supplies,Art,Newell 332,11.76,4,0.0,3.1752,
09/21/2016,09/26/2016,Standard Class,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7,0.0,24.0688,
11/15/2016,11/17/2016,First Class,Maya Herman,Corporate,United States,New York City,New York,East,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0.0,20.5755,
10/21/2018,10/28/2018,Standard Class,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,71.376,3,0.2,-4.461,
10/20/2017,10/24/2017,Second Class,Chuck Magee,Consumer,United States,Houston,Texas,Central,Office Supplies,Fasteners,Staples,25.248,4,0.2,7.89,
11/28/2016,12/03/2016,Standard Class,Mark Cousins,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,Staple envelope,62.24,8,0.0,29.2528,
02/23/2017,02/27/2017,Standard Class,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591,
09/06/2016,09/08/2016,Second Class,Alyssa Tate,Home Office,United States,Tamarac,Florida,South,Office Supplies,Binders,GBC Plasticlear Binding Covers,3.444,1,0.7,-2.5256,
11/03/2015,11/08/2015,Standard Class,Annie Thurman,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Paper,Xerox 1884,143.856,9,0.2,48.5514,
07/17/2017,07/22/2017,Second Class,Dennis Kane,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.71,7,0.0,41.2237,
12/28/2015,01/01/2016,Standard Class,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,East,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.0,84.51,
11/24/2015,11/29/2015,Standard Class,Nat Gilpin,Corporate,United States,Jackson,Michigan,Central,Office Supplies,Paper,Xerox 1885,144.12,3,0.0,69.1776,
01/20/2015,01/26/2015,Standard Class,Xylona Preis,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542,
10/20/2018,10/20/2018,Same Day,Rick Bensley,Home Office,United States,New York City,New York,East,Office Supplies,Labels,Avery 478,24.55,5,0.0,12.0295,
01/23/2018,01/28/2018,Standard Class,Chris Selesnick,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,0.2,6.888,
04/04/2018,04/05/2018,First Class,Darrin Sayre,Home Office,United States,New York City,New York,East,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111,
10/07/2017,10/10/2017,First Class,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248,
01/15/2018,01/18/2018,First Class,Tim Brockman,Consumer,United States,Austin,Texas,Central,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278,
12/14/2017,12/19/2017,Standard Class,Pete Kriz,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803,
08/31/2018,09/02/2018,Second Class,Bart Watters,Corporate,United States,Spokane,Washington,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0.0,43.4217,
05/23/2017,05/27/2017,Standard Class,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,0.7,-4.196,
05/27/2018,05/29/2018,First Class,James Galang,Consumer,United States,Pocatello,Idaho,West,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,0.0,28.629,
06/03/2018,06/10/2018,Standard Class,Nick Radford,Consumer,United States,Pembroke Pines,Florida,South,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.2,0.585,
03/21/2016,03/26/2016,Standard Class,Julia West,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,0.2,156.338,
10/09/2017,10/11/2017,Second Class,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1947,19.136,4,0.2,5.98,
07/07/2017,07/13/2017,Standard Class,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,9.42,5,0.7,-7.85,
05/14/2018,05/18/2018,Standard Class,Darren Powers,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Paper,Xerox 19,24.784,1,0.2,7.745,
10/20/2015,10/22/2015,Second Class,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,Satellite Sectional Post Binders,8.682,1,0.8,-14.7594,
02/05/2018,02/08/2018,Second Class,Cassandra Brandow,Consumer,United States,Waco,Texas,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,243.992,4,0.8,-426.986,
07/21/2018,07/27/2018,Standard Class,Anne McFarland,Consumer,United States,Salem,Virginia,South,Office Supplies,Art,Newell 35,19.68,6,0.0,5.7072,
04/23/2018,04/26/2018,First Class,Greg Guthrie,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,Xerox 195,5.344,1,0.2,1.8704,
06/17/2017,06/19/2017,First Class,Mike Vittorini,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,Avery 496,22.5,6,0.0,10.8,
05/06/2018,05/06/2018,Same Day,Mick Brown,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,5,0.2,39.689,
02/20/2018,02/27/2018,Standard Class,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,0.2,-6.396,
11/21/2016,11/23/2016,Second Class,Denise Leinenbach,Consumer,United States,Lawrence,Indiana,Central,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",19.75,5,0.0,5.135,
12/17/2016,12/22/2016,Standard Class,Mick Crebagga,Consumer,United States,Bloomington,Illinois,Central,Office Supplies,Art,Newell 35,13.12,5,0.2,1.476,
12/02/2017,12/07/2017,Standard Class,Jamie Frazer,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35.232,3,0.2,11.4504,
04/08/2017,04/15/2017,Standard Class,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,South,Office Supplies,Fasteners,Advantus Plastic Paper Clips,30.0,6,0.0,14.4,
09/12/2017,09/16/2017,Standard Class,Sarah Foster,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC Instant Report Kit,20.704,4,0.2,7.764,
04/10/2017,04/17/2017,Standard Class,Brian Thompson,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,0.0,81.1314,
04/20/2018,04/24/2018,Standard Class,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,
09/05/2017,09/11/2017,Standard Class,Pete Takahito,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",93.456,3,0.2,-17.523,
07/25/2018,07/28/2018,Second Class,John Castell,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 216,20.736,4,0.2,7.2576,
12/25/2018,12/29/2018,Standard Class,Giulietta Dortch,Corporate,United States,Everett,Washington,West,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,3.856,1,0.2,1.3978,
06/17/2015,06/21/2015,Standard Class,Gary Hwang,Consumer,United States,Seattle,Washington,West,Office Supplies,Fasteners,OIC Binder Clips,17.9,5,0.0,8.95,
05/09/2017,05/14/2017,Standard Class,Ricardo Sperren,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4,0.0,14.418,
12/23/2018,12/28/2018,Second Class,Monica Federle,Corporate,United States,Little Rock,Arkansas,South,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3,0.0,85.9818,
09/18/2018,09/22/2018,Standard Class,Saphhira Shifley,Corporate,United States,Columbus,Georgia,South,Office Supplies,Paper,Xerox 1917,244.55,5,0.0,114.9385,
05/20/2018,05/20/2018,Same Day,Allen Rosenblatt,Corporate,United States,Trenton,Michigan,Central,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28,2,0.0,19.8144,
12/22/2015,12/29/2015,Standard Class,Nora Preis,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,124.032,4,0.2,44.9616,
07/28/2017,08/03/2017,Standard Class,Khloe Miller,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,Avery 495,18.9,3,0.0,8.694,
11/09/2016,11/13/2016,Standard Class,Jesus Ocampo,Home Office,United States,Roseville,California,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2,0.0,1.1656,
07/14/2017,07/19/2017,Standard Class,Anemone Ratner,Consumer,United States,Columbus,Georgia,South,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,0.0,17.108,
07/16/2017,07/20/2017,Second Class,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46,2,0.0,3.1654,
09/01/2017,09/05/2017,Standard Class,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,Newell 315,11.96,2,0.0,2.99,
12/23/2018,12/25/2018,Second Class,Jennifer Braxton,Corporate,United States,Rockford,Illinois,Central,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,13.84,4,0.8,-22.144,
02/06/2018,02/12/2018,Standard Class,Sibella Parks,Corporate,United States,New York City,New York,East,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",46.24,4,0.2,15.606,
12/11/2017,12/11/2017,Same Day,William Brown,Consumer,United States,Anaheim,California,West,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,9,0.2,39.8736,
05/30/2017,06/03/2017,Standard Class,Nancy Lomonaco,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 228,38.88,6,0.0,18.6624,
05/12/2017,05/17/2017,Standard Class,Jill Matthias,Consumer,United States,Seattle,Washington,West,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.9,5,0.0,26.901,
09/25/2018,09/28/2018,First Class,Adam Hart,Corporate,United States,Chester,Pennsylvania,East,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190.896,2,0.2,-42.9516,
08/19/2017,08/20/2017,First Class,Resi Pölking,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,0.2,89.9548,
10/18/2015,10/23/2015,Second Class,Ivan Gibson,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.882,
09/27/2017,09/29/2017,Second Class,James Galang,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,3,0.0,4.5837,
11/20/2016,11/27/2016,Standard Class,Sung Shariari,Consumer,United States,Miami,Florida,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.784,
03/11/2018,03/16/2018,Standard Class,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Desktop 3-Pocket Hot File,43.28,1,0.2,3.246,
04/29/2018,05/04/2018,Standard Class,Kean Thornton,Consumer,United States,Orange,New Jersey,East,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,1,0.0,2.4059,
07/22/2015,07/24/2015,Second Class,Naresj Patel,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Newell 32,11.52,4,0.0,3.2256,
03/26/2018,03/30/2018,Standard Class,Heather Kirkland,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.232,3,0.2,2.4174,
04/26/2015,04/30/2015,Standard Class,Marc Harrigan,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,Newell 347,21.4,5,0.0,6.206,
05/03/2016,05/06/2016,First Class,Lena Cacioppo,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Newell 317,8.82,3,0.0,2.5578,
02/24/2018,02/28/2018,Standard Class,Erin Smith,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1988,123.92,5,0.2,38.725,
12/07/2015,12/10/2015,First Class,Frank Preis,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,Newell 32,8.64,3,0.0,2.4192,
