Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Region,Category,Sub Category,Name ,Sales,Quantity,Discount,Profit,
10/03/2015,10/08/2015,Second Class,Allen Rosenblatt,Corporate,United States,Los Angeles,California,West,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858,
01/26/2015,01/31/2015,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.4712,
12/23/2018,12/27/2018,Standard Class,Filia McAdams,Corporate,United States,Middletown,Connecticut,East,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,0.0,38.2095,
06/04/2017,06/04/2017,Same Day,Edward Nazzal,Consumer,United States,New York City,New York,East,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,5.1294,
04/28/2017,05/05/2017,Standard Class,Bill Overfelt,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.568,2,0.2,2.598,
05/15/2018,05/20/2018,Standard Class,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,SAFCO Arco Folding Chair,220.96,1,0.2,24.858,
06/18/2016,06/23/2016,Standard Class,Skye Norling,Home Office,United States,Peoria,Arizona,West,Furniture,Furnishings,Flat Face Poster Frame,75.36,5,0.2,20.724,
07/11/2016,07/13/2016,First Class,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8,0.3,-73.176,
07/07/2017,07/11/2017,Second Class,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2,0.3,-14.4784,
11/20/2018,11/25/2018,Standard Class,Kelly Andreada,Consumer,United States,Ontario,California,West,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137,
12/24/2016,12/29/2016,Standard Class,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,West,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,
07/15/2018,07/19/2018,Standard Class,Magdelene Morse,Consumer,United States,Wilmington,Delaware,East,Furniture,Tables,Hon 2111 Invitation Series Straight Table,310.443,3,0.3,-48.7839,
12/29/2017,01/02/2018,Standard Class,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0.0,60.356,
10/31/2016,10/31/2016,Same Day,Sandra Glassco,Consumer,United States,Redlands,California,West,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,0.2,20.196,
05/31/2016,06/04/2016,Standard Class,Tamara Manning,Consumer,United States,Orem,Utah,West,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,7,0.0,140.686,
11/09/2018,11/11/2018,First Class,Jennifer Braxton,Corporate,United States,Sunnyvale,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997,
05/20/2015,05/22/2015,Second Class,Randy Ferguson,Corporate,United States,Dover,New Hampshire,East,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7,0.0,60.1398,
01/26/2015,01/31/2015,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0.0,30.7818,
06/06/2015,06/11/2015,Standard Class,Grant Thornton,Corporate,United States,Long Beach,New York,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3,0.4,-347.1174,
11/19/2018,11/25/2018,Standard Class,Linda Cazamias,Corporate,United States,San Angelo,Texas,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,0.3,-8.7232,
05/07/2017,05/11/2017,Standard Class,Caroline Jumper,Consumer,United States,New York City,New York,East,Furniture,Chairs,Hon Mobius Operator's Chair,442.764,4,0.1,59.0352,
09/07/2015,09/12/2015,Second Class,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888,
10/30/2018,11/02/2018,First Class,Jim Karlsson,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098,
06/26/2018,07/01/2018,Standard Class,Denny Blanton,Consumer,United States,La Porte,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,31.587,
01/08/2018,01/11/2018,First Class,Ricardo Sperren,Corporate,United States,Seattle,Washington,West,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,80.3682,
08/25/2016,08/30/2016,Standard Class,Nancy Lomonaco,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882,
11/11/2017,11/17/2017,Standard Class,Brenda Bowman,Corporate,United States,Chicago,Illinois,Central,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568,
10/30/2018,11/02/2018,First Class,Jim Karlsson,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,37.9962,
12/25/2016,12/29/2016,Standard Class,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392,
01/30/2016,02/06/2016,Standard Class,Charles Crestani,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,0.0,81.8496,
04/20/2016,04/25/2016,Standard Class,Theresa Swint,Corporate,United States,Columbus,Georgia,South,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,
03/17/2015,03/21/2015,Standard Class,Christine Phan,Corporate,United States,New York City,New York,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,3,0.4,-122.7816,
12/31/2015,01/03/2016,First Class,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,East,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0.0,23.384,
06/04/2017,06/04/2017,Same Day,Edward Nazzal,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12,4,0.0,20.7808,
03/11/2017,03/15/2017,Standard Class,Julie Prescott,Home Office,United States,Columbus,Georgia,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,4,0.0,31.5372,
04/26/2015,05/03/2015,Standard Class,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,
03/23/2018,03/25/2018,First Class,Bill Eplett,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8,0.0,76.2624,
07/07/2017,07/11/2017,Second Class,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,Furniture,Furnishings,Flat Face Poster Frame,60.288,8,0.6,-27.1296,
07/05/2016,07/10/2016,Second Class,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,Stackable Trays,4.928,2,0.2,0.7392,
05/06/2017,05/10/2017,Standard Class,Brad Eason,Home Office,United States,Lorain,Ohio,East,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7,0.2,11.6263,
06/11/2017,06/17/2017,Standard Class,Mary Zewe,Corporate,United States,Arlington,Texas,Central,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,0.6,-9.0944,
04/30/2018,05/05/2018,Standard Class,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,8,0.2,6.216,
04/17/2017,04/21/2017,Second Class,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,0.2,6.2856,
07/17/2018,07/22/2018,Standard Class,Shaun Weien,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.2,2.1736,
09/17/2018,09/21/2018,Second Class,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0.0,77.5764,
05/01/2017,05/04/2017,First Class,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071,
12/28/2018,01/02/2019,Standard Class,Harry Marie,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2,0.0,3.034,
07/25/2016,07/27/2016,Second Class,Michelle Huthwaite,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0.0,56.392,
05/22/2017,05/27/2017,Standard Class,Art Ferguson,Consumer,United States,Passaic,New Jersey,East,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,2,0.3,-19.9184,
10/15/2015,10/20/2015,Standard Class,Dan Lawera,Consumer,United States,Hialeah,Florida,South,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383,
01/22/2017,01/28/2017,Standard Class,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,South,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,0.2,-67.6704,
07/16/2016,07/16/2016,Same Day,Eleni McCrary,Corporate,United States,San Francisco,California,West,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,6,0.2,-219.1644,
04/26/2016,04/30/2016,Standard Class,Pierre Wener,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2,0.3,-5.8346,
04/30/2017,05/04/2017,Standard Class,Ken Dana,Corporate,United States,Scottsdale,Arizona,West,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,0.2,22.3776,
11/16/2016,11/18/2016,Second Class,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.1035,
11/19/2018,11/23/2018,Standard Class,Adrian Barton,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888,
12/27/2017,12/31/2017,Standard Class,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,Central,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,8,0.3,-12.0784,
09/08/2017,09/14/2017,Standard Class,Sanjit Engle,Consumer,United States,Wheeling,Illinois,Central,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47,3,0.5,-300.735,
01/13/2015,01/16/2015,Second Class,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,South,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.3504,
10/23/2018,10/29/2018,Standard Class,Julie Creighton,Corporate,United States,Rochester,New York,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11,0.0,29.0136,
06/27/2017,07/01/2017,Standard Class,Katharine Harms,Corporate,United States,Highland Park,Illinois,Central,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,3,0.3,-7.7094,
12/05/2017,12/06/2017,First Class,James Galang,Consumer,United States,Murray,Kentucky,South,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098,
05/15/2018,05/20/2018,Standard Class,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,24-Hour Round Wall Clock,39.96,2,0.0,17.1828,
12/17/2018,12/21/2018,Standard Class,Arianne Irving,Consumer,United States,Chesapeake,Virginia,South,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,5,0.0,80.784,
06/11/2016,06/16/2016,Standard Class,Brian Dahlen,Consumer,United States,Monroe,Louisiana,South,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0.0,10.7892,
04/02/2018,04/04/2018,First Class,Tony Chapman,Home Office,United States,Columbus,Georgia,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006,
11/19/2018,11/24/2018,Standard Class,Mick Crebagga,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1,0.0,7.106,
05/12/2015,05/17/2015,Standard Class,Kean Thornton,Consumer,United States,Franklin,Massachusetts,East,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,
10/19/2018,10/24/2018,Second Class,Hilary Holden,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0.0,10.3904,
06/16/2018,06/19/2018,First Class,Troy Staebel,Consumer,United States,San Francisco,California,West,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.972,
09/09/2015,09/12/2015,Second Class,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,212.1876,
05/07/2016,05/12/2016,Standard Class,Anna Gayman,Consumer,United States,Allen,Texas,Central,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722,
06/27/2015,07/01/2015,Standard Class,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,South,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,22.3548,
12/06/2015,12/11/2015,Second Class,Ryan Crowe,Consumer,United States,Springfield,Oregon,West,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,0.5,-170.8038,
03/31/2018,04/02/2018,Second Class,Daniel Byrd,Home Office,United States,Henderson,Kentucky,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62,
04/12/2015,04/17/2015,Standard Class,Kean Nguyen,Corporate,United States,Redondo Beach,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,0.15,-18.147,
04/27/2018,05/01/2018,Standard Class,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096,
10/09/2018,10/11/2018,First Class,Cathy Prescott,Corporate,United States,Lakewood,Ohio,East,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776,
09/01/2016,09/08/2016,Standard Class,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,East,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1,0.0,15.185,
06/11/2016,06/12/2016,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,South,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.637,
02/13/2018,02/19/2018,Standard Class,Fred Harton,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0.0,21.506,
12/16/2015,12/17/2015,First Class,Chad Cunningham,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,
05/26/2015,05/30/2015,Standard Class,Herbert Flentye,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296,
08/26/2017,08/29/2017,First Class,Don Jones,Corporate,United States,San Diego,California,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,0.2,100.196,
03/13/2017,03/18/2017,Standard Class,Liz Thompson,Consumer,United States,San Antonio,Texas,Central,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,5,0.3,0.0,
10/03/2016,10/08/2016,Standard Class,Bruce Stewart,Consumer,United States,Los Angeles,California,West,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,18.4548,
05/28/2017,06/03/2017,Standard Class,Kimberly Carter,Corporate,United States,Tallahassee,Florida,South,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392,
03/17/2015,03/21/2015,Standard Class,Christine Phan,Corporate,United States,New York City,New York,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,7,0.4,-447.5947,
01/21/2017,01/23/2017,Second Class,Tamara Dahlen,Consumer,United States,San Diego,California,West,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7,0.2,76.0116,
12/05/2018,12/11/2018,Standard Class,Suzanne McNair,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726,
11/16/2016,11/18/2016,Second Class,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,Central,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.0878,
07/10/2018,07/14/2018,Second Class,Becky Pak,Consumer,United States,Columbus,Georgia,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,3,0.0,7.9128,
09/05/2017,09/11/2017,Standard Class,Anthony Rawles,Corporate,United States,Austin,Texas,Central,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,
12/14/2018,12/18/2018,Standard Class,Mike Pelletier,Home Office,United States,San Diego,California,West,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3,0.0,11.025,
11/18/2015,11/20/2015,Second Class,Pierre Wener,Consumer,United States,Louisville,Colorado,West,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,0.5,-99.2664,
11/20/2017,11/27/2017,Standard Class,David Wiener,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.333,
06/27/2018,07/04/2018,Standard Class,Michelle Arnett,Home Office,United States,Watertown,New York,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646,3,0.1,31.941,
10/31/2017,11/06/2017,Standard Class,Bill Donatelli,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon Olson Stacker Stools,492.835,5,0.3,-14.081,
09/17/2017,09/21/2017,Standard Class,Sanjit Jacobs,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,
12/27/2015,12/31/2015,Standard Class,Corey-Lock,Consumer,United States,Skokie,Illinois,Central,Furniture,Furnishings,DAX Wood Document Frame,32.952,6,0.6,-19.7712,
12/04/2018,12/04/2018,Same Day,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7,0.3,-2.6936,
03/22/2015,03/26/2015,Standard Class,Beth Fritzler,Corporate,United States,Tucson,Arizona,West,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646,
09/04/2018,09/08/2018,Second Class,Greg Maxwell,Corporate,United States,Los Angeles,California,West,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,-99.1764,
04/22/2018,04/26/2018,Standard Class,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3,0.2,0.0,
03/25/2018,03/31/2018,Standard Class,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7,0.0,427.4368,
11/21/2016,11/25/2016,Standard Class,Natalie Webber,Consumer,United States,Las Vegas,Nevada,West,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,0.0,41.1684,
11/12/2018,11/12/2018,Same Day,Eugene Moren,Home Office,United States,Glendale,Arizona,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,
11/06/2018,11/09/2018,Second Class,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",28.272,2,0.2,6.3612,
07/20/2015,07/24/2015,Standard Class,Katherine Murray,Home Office,United States,Dallas,Texas,Central,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229,
07/12/2015,07/18/2015,Standard Class,Clay Ludtke,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4,0.2,13.8528,
02/09/2018,02/14/2018,Standard Class,Tom Prescott,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892,
04/23/2015,04/27/2015,Standard Class,Laurel Beltran,Home Office,United States,Columbus,Ohio,East,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4,0.2,7.8176,
05/02/2018,05/07/2018,Standard Class,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,East,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0.0,12.993,
07/03/2018,07/06/2018,Second Class,Sam Zeldin,Home Office,United States,Lancaster,Ohio,East,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",215.148,2,0.4,-103.9882,
11/08/2016,11/14/2016,Standard Class,Sanjit Chand,Consumer,United States,West Jordan,Utah,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0.0,22.0077,
10/30/2018,10/30/2018,Same Day,Ryan Akin,Consumer,United States,Dallas,Texas,Central,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",251.006,2,0.3,-68.1302,
08/24/2016,08/28/2016,Standard Class,Eleni McCrary,Corporate,United States,New York City,New York,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304,
11/01/2018,11/03/2018,Second Class,Sarah Foster,Consumer,United States,Bellingham,Washington,West,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,9,0.0,239.9058,
12/14/2017,12/19/2017,Standard Class,Michael Chen,Consumer,United States,Jackson,Mississippi,South,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0.0,58.6872,
07/02/2016,07/06/2016,Standard Class,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,Central,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2,0.3,-5.8346,
11/17/2015,11/22/2015,Standard Class,Yoseph Carroll,Corporate,United States,Newark,Delaware,East,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0.0,14.9292,
11/10/2015,11/16/2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896,
10/30/2018,11/01/2018,First Class,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,South,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",33.94,1,0.0,9.1638,
09/09/2015,09/14/2015,Second Class,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,0.2,5.0232,
11/10/2018,11/15/2018,Second Class,Edward Becker,Corporate,United States,Round Rock,Texas,Central,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,0.6,-427.45,
06/30/2018,07/06/2018,Standard Class,Ralph Arnett,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 14""",22.23,1,0.0,9.7812,
08/21/2018,08/22/2018,First Class,Patrick Ryan,Consumer,United States,Oakland,California,West,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.3936,
11/10/2017,11/14/2017,Standard Class,Paul Prost,Home Office,United States,Springfield,Ohio,East,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,7,0.2,29.6576,
12/04/2016,12/10/2016,Standard Class,Sean O'Donnell,Consumer,United States,Hempstead,New York,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,0.1,68.3332,
03/12/2016,03/17/2016,Standard Class,Edward Becker,Corporate,United States,Plantation,Florida,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4,0.2,3.86,
04/17/2018,04/19/2018,First Class,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,
03/19/2017,03/21/2017,Second Class,Susan Vittorini,Consumer,United States,Oceanside,New York,East,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0.0,6.8908,
04/23/2015,04/27/2015,Standard Class,Laurel Beltran,Home Office,United States,Columbus,Ohio,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588,
03/20/2017,03/25/2017,Second Class,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,South,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0.0,38.038,
09/24/2016,09/28/2016,Standard Class,Deanra Eno,Home Office,United States,Dubuque,Iowa,Central,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,10,0.0,394.268,
09/27/2016,09/29/2016,First Class,Neoma Murray,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512,
09/23/2015,09/28/2015,Standard Class,Brian Moss,Corporate,United States,San Diego,California,West,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,0.15,20.5176,
06/04/2016,06/08/2016,Second Class,Tracy Collins,Home Office,United States,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,0.0,11.9952,
08/08/2016,08/08/2016,Same Day,Thomas Thornton,Consumer,United States,San Francisco,California,West,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1,0.2,10.8588,
03/25/2018,03/31/2018,Standard Class,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3,0.0,40.5867,
11/13/2016,11/19/2016,Standard Class,Ken Lonsdale,Consumer,United States,Newark,Delaware,East,Furniture,Bookcases,Bestar Classic Bookcase,299.97,3,0.0,56.9943,
11/25/2015,11/30/2015,Standard Class,Matt Collister,Corporate,United States,Arlington,Texas,Central,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,5,0.3,-121.8735,
11/10/2015,11/16/2015,Standard Class,Ruben Dartt,Consumer,United States,San Diego,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,
